natureza_despesa,id_unidade,valor,unidade
EQUIPAMENTOS E MATERIAL PERMANENTE,473,"R$        35.426,66",INSTITUTO DE CIÊNCIAS SOCIAIS
CAPITAL,473,"R$        47.525,66",INSTITUTO DE CIÊNCIAS SOCIAIS
EQUIP. MATERIAL PERMANENTE,473,"R$       878.212,66",INSTITUTO DE CIÊNCIAS SOCIAIS
AUX. FINANCEIRO ESTUDANTE,473,"R$       145.498,00",INSTITUTO DE CIÊNCIAS SOCIAIS
DIÁRIAS,473,"R$        39.059,21",INSTITUTO DE CIÊNCIAS SOCIAIS
DIV.EXERCÍCIOS ANTERIORES,473,"R$         1.326,40",INSTITUTO DE CIÊNCIAS SOCIAIS
ANUIDADES,473,"R$        18.773,88",INSTITUTO DE CIÊNCIAS SOCIAIS
OBRIGAÇÕES PATRONAIS,473,"R$         2.175,30",INSTITUTO DE CIÊNCIAS SOCIAIS
OBRIGAÇÕES PATRONAIS,524,"R$         2.207,48",INSTITUTO DE FÍSICA
EQUIP. MATERIAL PERMANENTE,524,"R$     1.904.765,56",INSTITUTO DE FÍSICA
SERV. PESSOA JURÍDICA,524,"R$       550.503,82",INSTITUTO DE FÍSICA
DIÁRIAS,524,"R$        50.595,45",INSTITUTO DE FÍSICA
SERV. PESSOA FÍSICA,524,"R$         5.142,70",INSTITUTO DE FÍSICA
CUSTEIO,524,"R$     3.853.365,08",INSTITUTO DE FÍSICA
SERVIÇOS TIC,524,"R$         3.350,00",INSTITUTO DE FÍSICA
PASSAGENS,524,"R$        51.590,55",INSTITUTO DE FÍSICA
AUXÍLIO FINANCEIRO A PESQUISADORES,524,"R$       100.000,01",INSTITUTO DE FÍSICA
EQUIPAMENTOS E MATERIAL PERMANENTE,524,"R$         4.990,00",INSTITUTO DE FÍSICA
MAT. CONSUMO,524,"R$       244.542,97",INSTITUTO DE FÍSICA
AUX. FINANCEIRO ESTUDANTE,533,"R$       225.730,00",INSTITUTO DE GEOCIÊNCIAS
PASSAGENS,533,"R$       389.339,75",INSTITUTO DE GEOCIÊNCIAS
SERVIÇOS TIC,533,"R$       175.813,00",INSTITUTO DE GEOCIÊNCIAS
INDENIZAÇÕES E RESTITUIÇÕE,533,"R$       136.401,76",INSTITUTO DE GEOCIÊNCIAS
DIÁRIAS,533,"R$       201.665,78",INSTITUTO DE GEOCIÊNCIAS
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,533,"R$       643.454,00",INSTITUTO DE GEOCIÊNCIAS
EQUIP. MATERIAL PERMANENTE,533,"R$     2.141.761,43",INSTITUTO DE GEOCIÊNCIAS
CUSTEIO,533,"R$     8.782.078,18",INSTITUTO DE GEOCIÊNCIAS
OBRIGAÇÕES PATRONAIS,533,"R$         3.287,50",INSTITUTO DE GEOCIÊNCIAS
MAT. CONSUMO,533,"R$       424.713,43",INSTITUTO DE GEOCIÊNCIAS
EQUIPAMENTOS E MATERIAL PERMANENTE,533,"R$       250.000,00",INSTITUTO DE GEOCIÊNCIAS
SERV. PESSOA FÍSICA,533,"R$       161.780,63",INSTITUTO DE GEOCIÊNCIAS
SERV. PESSOA JURÍDICA,533,"R$     1.557.080,42",INSTITUTO DE GEOCIÊNCIAS
AUXÍLIO FINANCEIRO A PESQUISADORES,533,"R$        48.000,00",INSTITUTO DE GEOCIÊNCIAS
DIÁRIAS,567,"R$       324.753,78",INSTITUTO DE LETRAS
CUSTEIO,567,"R$     8.388.924,13",INSTITUTO DE LETRAS
PASSAGENS,567,"R$       555.620,71",INSTITUTO DE LETRAS
SERVIÇOS / UG-GESTÃO,567,"R$         5.980,00",INSTITUTO DE LETRAS
MAT. CONSUMO,567,"R$       110.848,98",INSTITUTO DE LETRAS
AUX. FINANCEIRO ESTUDANTE,567,"R$       293.682,61",INSTITUTO DE LETRAS
SERV. PESSOA FÍSICA,567,"R$       512.101,46",INSTITUTO DE LETRAS
INDENIZAÇÕES E RESTITUIÇÕE,567,"R$           332,00",INSTITUTO DE LETRAS
CONTRIBUICOES,567,"R$         7.800,00",INSTITUTO DE LETRAS
SERV. PESSOA JURÍDICA,567,"R$       668.439,94",INSTITUTO DE LETRAS
EQUIP. MATERIAL PERMANENTE,567,"R$     1.444.862,81",INSTITUTO DE LETRAS
SERVIÇOS TIC,567,"R$        44.490,00",INSTITUTO DE LETRAS
OBRIGAÇÕES PATRONAIS,567,"R$        12.553,47",INSTITUTO DE LETRAS
AUXÍLIO FINANCEIRO A PESQUISADORES,567,"R$       122.350,00",INSTITUTO DE LETRAS
SERV. PESSOA JURÍDICA,583,"R$     1.338.474,85",INSTITUTO DE PSICOLOGIA
EQUIPAMENTOS E MATERIAL PERMANENTE,583,"R$       153.278,00",INSTITUTO DE PSICOLOGIA
OBRIGAÇÕES PATRONAIS,583,"R$         9.363,53",INSTITUTO DE PSICOLOGIA
EQUIP. MATERIAL PERMANENTE,583,"R$     2.209.131,90",INSTITUTO DE PSICOLOGIA
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,583,"R$         4.286,77",INSTITUTO DE PSICOLOGIA
CUSTEIO,583,"R$     6.215.281,51",INSTITUTO DE PSICOLOGIA
AUX. FINANCEIRO ESTUDANTE,583,"R$       125.100,00",INSTITUTO DE PSICOLOGIA
SERV. PESSOA FÍSICA,583,"R$        70.615,50",INSTITUTO DE PSICOLOGIA
CONTRIBUICOES,583,"R$         9.736,70",INSTITUTO DE PSICOLOGIA
DIÁRIAS,583,"R$       152.802,23",INSTITUTO DE PSICOLOGIA
SERVIÇOS TIC,583,"R$        48.939,00",INSTITUTO DE PSICOLOGIA
AUXÍLIO FINANCEIRO A PESQUISADORES,583,"R$        93.204,90",INSTITUTO DE PSICOLOGIA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,583,"R$           660,00",INSTITUTO DE PSICOLOGIA
PASSAGENS,583,"R$       183.418,17",INSTITUTO DE PSICOLOGIA
TRANF.PJ,583,"R$        90.140,00",INSTITUTO DE PSICOLOGIA
MAT. CONSUMO,583,"R$       149.511,95",INSTITUTO DE PSICOLOGIA
SERVIÇOS TIC,610,"R$         4.730,00",INSTITUTO DE QUÍMICA
INDENIZAÇÕES E RESTITUIÇÕE,610,"R$           575,99",INSTITUTO DE QUÍMICA
PASSAGENS,610,"R$        50.896,92",INSTITUTO DE QUÍMICA
OBRIGAÇÕES PATRONAIS,610,"R$         7.746,76",INSTITUTO DE QUÍMICA
CUSTEIO,610,"R$     4.403.214,50",INSTITUTO DE QUÍMICA
AUX. FINANCEIRO ESTUDANTE,610,"R$         7.890,00",INSTITUTO DE QUÍMICA
DIÁRIAS,610,"R$        18.597,69",INSTITUTO DE QUÍMICA
EQUIPAMENTOS E MATERIAL PERMANENTE,610,"R$       112.720,00",INSTITUTO DE QUÍMICA
MAT. CONSUMO,610,"R$       693.538,15",INSTITUTO DE QUÍMICA
SERV. PESSOA FÍSICA,610,"R$        17.006,80",INSTITUTO DE QUÍMICA
SERV. PESSOA JURÍDICA,610,"R$       308.124,64",INSTITUTO DE QUÍMICA
EQUIP. MATERIAL PERMANENTE,610,"R$     1.917.157,44",INSTITUTO DE QUÍMICA
AUXÍLIO FINANCEIRO A PESQUISADORES,610,"R$        12.000,00",INSTITUTO DE QUÍMICA
PASSAGENS,669,"R$       189.771,66",INSTITUTO DE RELAÇÕES INTERNACIONAIS
EQUIP. MATERIAL PERMANENTE,669,"R$       341.167,95",INSTITUTO DE RELAÇÕES INTERNACIONAIS
AUX. FINANCEIRO ESTUDANTE,669,"R$        11.800,00",INSTITUTO DE RELAÇÕES INTERNACIONAIS
SERV. PESSOA JURÍDICA,669,"R$        16.957,89",INSTITUTO DE RELAÇÕES INTERNACIONAIS
EQUIPAMENTOS E MATERIAL PERMANENTE,669,"R$        78.565,00",INSTITUTO DE RELAÇÕES INTERNACIONAIS
MAT. CONSUMO,669,"R$        21.101,83",INSTITUTO DE RELAÇÕES INTERNACIONAIS
SERV. PESSOA FÍSICA,669,"R$        64.529,37",INSTITUTO DE RELAÇÕES INTERNACIONAIS
OBRIGAÇÕES PATRONAIS,669,"R$           400,00",INSTITUTO DE RELAÇÕES INTERNACIONAIS
CUSTEIO,669,"R$     2.187.847,07",INSTITUTO DE RELAÇÕES INTERNACIONAIS
DIÁRIAS,669,"R$       156.781,39",INSTITUTO DE RELAÇÕES INTERNACIONAIS
CUSTEIO,832,"R$        10.080,00",MANUTENÇÃO DE AR-CONDICIONADO/CTX
SERV. PESSOA JURÍDICA,832,"R$       559.501,84",MANUTENÇÃO DE AR-CONDICIONADO/CTX
PASSAGENS,832,"R$        50.000,00",MANUTENÇÃO DE AR-CONDICIONADO/CTX
EQUIP. MATERIAL PERMANENTE,1183,"R$        54.022,00",MANUTENÇÃO DE ÁREAS COMUNS DA UNB
EQUIPAMENTOS E MATERIAL PERMANENTE,1183,"R$       100.000,00",MANUTENÇÃO DE ÁREAS COMUNS DA UNB
SERV. PESSOA JURÍDICA,1183,"R$    17.704.820,52",MANUTENÇÃO DE ÁREAS COMUNS DA UNB
MAT. CONSUMO,1183,"R$       573.020,48",MANUTENÇÃO DE ÁREAS COMUNS DA UNB
SERV. PESSOA JURÍDICA,1059,"R$     2.649.700,96",MANUTENÇÃO DE ÁREAS COMUNS DA UNB - SERVIÇOS EMERGENCIAIS
MAT. CONSUMO,1059,"R$        33.453,32",MANUTENÇÃO DE ÁREAS COMUNS DA UNB - SERVIÇOS EMERGENCIAIS
SERV. PESSOA JURÍDICA,834,"R$        69.406,94",MANUTENÇÃO ELÉTRICA/CWF
MAT. CONSUMO,1056,"R$        12.788,80",MANUTENÇÃO VEICULAR/IRMÃOS REZENDE/PRC
SERV. PESSOA JURÍDICA,1056,"R$        13.381,38",MANUTENÇÃO VEICULAR/IRMÃOS REZENDE/PRC
SERV. PESSOA JURÍDICA,1199,"R$         2.145,24",MANUTENÇÃO VEICULAR/TAGUAMOTORS
MAT. CONSUMO,1199,"R$           141,98",MANUTENÇÃO VEICULAR/TAGUAMOTORS
MAT. CONSUMO,839,"R$         4.130,00",NOBREAKS/PRC
SERV. PESSOA JURÍDICA,839,"R$           841,00",NOBREAKS/PRC
SERV. PESSOA JURÍDICA,692,"R$        15.501,00",OUVIDORIA UNB
MAT. CONSUMO,692,"R$        11.109,50",OUVIDORIA UNB
DIÁRIAS,692,"R$         3.162,01",OUVIDORIA UNB
PASSAGENS,692,"R$        29.091,31",OUVIDORIA UNB
CUSTEIO,692,"R$       435.692,83",OUVIDORIA UNB
EQUIP. MATERIAL PERMANENTE,692,"R$        67.046,00",OUVIDORIA UNB
PASSAGENS,827,"R$        22.222,07",PARQUE CIENTÍFICO E TECNOLÓGICO DA UNB
INDENIZAÇÕES E RESTITUIÇÕE,827,"R$           242,24",PARQUE CIENTÍFICO E TECNOLÓGICO DA UNB
CUSTEIO,827,"R$       801.324,89",PARQUE CIENTÍFICO E TECNOLÓGICO DA UNB
MAT. CONSUMO,827,"R$         6.960,48",PARQUE CIENTÍFICO E TECNOLÓGICO DA UNB
EQUIP. MATERIAL PERMANENTE,827,"R$        12.500,00",PARQUE CIENTÍFICO E TECNOLÓGICO DA UNB
DIÁRIAS,827,"R$        11.062,54",PARQUE CIENTÍFICO E TECNOLÓGICO DA UNB
SERV. PESSOA JURÍDICA,827,"R$       825.929,44",PARQUE CIENTÍFICO E TECNOLÓGICO DA UNB
AUX. FINANCEIRO ESTUDANTE,827,"R$        57.800,00",PARQUE CIENTÍFICO E TECNOLÓGICO DA UNB
PASSAGENS,1054,"R$     2.352.605,63",PLANALTO/NF
CUSTEIO,1054,"R$           141,12",PLANALTO/NF
SERV. PESSOA JURÍDICA,1054,"R$         4.610,92",PLANALTO/NF
MAT. CONSUMO,91,"R$     3.280.232,51",PREFEITURA DA UNB
SERV. PESSOA JURÍDICA,91,"R$   208.544.190,70",PREFEITURA DA UNB
DIV.EXERCÍCIOS ANTERIORES,91,"R$        76.548,20",PREFEITURA DA UNB
OBRAS E INSTALAÇÕES,91,"R$        99.808,90",PREFEITURA DA UNB
CAPITAL,91,"R$        21.340,00",PREFEITURA DA UNB
PERMANENTE /EXERCICIO ANTERIOR,91,"R$        73.128,00",PREFEITURA DA UNB
OBRIGAÇÕES CONTRIBUTIVAS,91,"R$     2.070.563,52",PREFEITURA DA UNB
SERVIÇOS TIC,91,"R$        42.790,00",PREFEITURA DA UNB
OBRIGAÇÕES PATRONAIS,91,"R$         9.450,85",PREFEITURA DA UNB
EQUIPAMENTOS E MATERIAL PERMANENTE,91,"R$        29.281,00",PREFEITURA DA UNB
CUSTEIO,91,"R$    19.468.198,09",PREFEITURA DA UNB
EQUIP. MATERIAL PERMANENTE,91,"R$     1.206.774,92",PREFEITURA DA UNB
PASSAGENS,91,"R$     7.853.779,58",PREFEITURA DA UNB
DIÁRIAS,91,"R$         3.000,00",PREFEITURA DA UNB
INDENIZAÇÕES E RESTITUIÇÕE,91,"R$        25.500,00",PREFEITURA DA UNB
EQUIPAMENTOS E MATERIAL PERMANENTE,81,"R$        52.000,00",PROCURADORIA FEDERAL JUNTO A UNB
CUSTEIO,81,"R$       508.736,40",PROCURADORIA FEDERAL JUNTO A UNB
PASSAGENS,81,"R$        21.166,07",PROCURADORIA FEDERAL JUNTO A UNB
DIÁRIAS,81,"R$         9.234,75",PROCURADORIA FEDERAL JUNTO A UNB
SERV. PESSOA JURÍDICA,81,"R$        17.196,95",PROCURADORIA FEDERAL JUNTO A UNB
EQUIP. MATERIAL PERMANENTE,81,"R$       131.702,78",PROCURADORIA FEDERAL JUNTO A UNB
MAT. CONSUMO,81,"R$         9.487,51",PROCURADORIA FEDERAL JUNTO A UNB
CUSTEIO,664,"R$       429.424,24",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
SERV. PESSOA FÍSICA,664,"R$       156.747,56",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
SERV. PESSOA JURÍDICA,664,"R$       502.557,72",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,664,"R$        39.782,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
AUX. FINANCEIRO ESTUDANTE,664,"R$        63.688,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
DIÁRIAS,664,"R$        45.360,15",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
PASSAGENS,664,"R$       136.909,04",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
CONTRIBUICOES,664,"R$        41.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
EQUIP. MATERIAL PERMANENTE,853,"R$        12.169,60",PROGRAMA DE PÓS-GRADUAÇÃO EM AGRONEGÓCIOS
CUSTEIO,853,"R$           674,40",PROGRAMA DE PÓS-GRADUAÇÃO EM AGRONEGÓCIOS
MAT. CONSUMO,854,"R$            40,00",PROGRAMA DE PÓS-GRADUAÇÃO EM AGRONOMIA
CUSTEIO,854,"R$         1.906,38",PROGRAMA DE PÓS-GRADUAÇÃO EM AGRONOMIA
EQUIP. MATERIAL PERMANENTE,855,"R$         7.340,80",PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA
CUSTEIO,855,"R$        28.656,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA
PASSAGENS,927,"R$         7.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
DIÁRIAS,927,"R$         2.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
CONTRIBUICOES,927,"R$         5.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
SERV. PESSOA JURÍDICA,927,"R$           720,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
CUSTEIO,927,"R$       215.143,05",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
SERV. PESSOA FÍSICA,927,"R$         4.689,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
AUX. FINANCEIRO ESTUDANTE,927,"R$        36.236,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
AUX. FINANCEIRO ESTUDANTE,842,"R$         3.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
AUXÍLIO FINANCEIRO A PESQUISADORES,842,"R$         2.950,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
MAT. CONSUMO,842,"R$         4.702,95",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
DIÁRIAS,842,"R$         1.130,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
EQUIP. MATERIAL PERMANENTE,842,"R$        31.246,96",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
EQUIPAMENTOS E MATERIAL PERMANENTE,842,"R$        14.970,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
CUSTEIO,842,"R$        80.310,46",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
PASSAGENS,842,"R$         6.495,03",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
EQUIP. MATERIAL PERMANENTE,911,"R$        16.508,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES VISUAIS
CUSTEIO,911,"R$        51.937,60",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES VISUAIS
EQUIP. MATERIAL PERMANENTE,831,"R$        11.250,00",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
DIÁRIAS,831,"R$           191,72",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
AUX. FINANCEIRO ESTUDANTE,831,"R$         1.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
SERV. PESSOA JURÍDICA,831,"R$         4.233,90",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
SERV. PESSOA FÍSICA,831,"R$         1.312,00",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
CUSTEIO,831,"R$        22.869,44",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
PASSAGENS,831,"R$         2.930,18",PROGRAMA DE PÓS-GRADUAÇÃO EM BIOÉTICA
CUSTEIO,900,"R$        45.302,40",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA POLÍTICA
CUSTEIO,995,"R$        10.180,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS AMBIENTAIS
CUSTEIO,896,"R$       167.558,68",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS
EQUIPAMENTOS E MATERIAL PERMANENTE,946,"R$        14.970,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA INFORMAÇÃO
CUSTEIO,946,"R$       149.124,84",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA INFORMAÇÃO
EQUIP. MATERIAL PERMANENTE,946,"R$        36.969,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA INFORMAÇÃO
EQUIP. MATERIAL PERMANENTE,898,"R$        14.525,16",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO
AUX. FINANCEIRO ESTUDANTE,898,"R$         1.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO
CUSTEIO,898,"R$        70.211,20",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO
CUSTEIO,902,"R$        64.213,57",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE
CAPITAL,902,"R$         6.658,92",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE
EQUIP. MATERIAL PERMANENTE,902,"R$        29.890,20",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE
EQUIPAMENTOS E MATERIAL PERMANENTE,902,"R$        20.170,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE
CUSTEIO,903,"R$        70.923,95",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DO COMPORTAMENTO
SERV. PESSOA JURÍDICA,903,"R$           500,98",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DO COMPORTAMENTO
CONTRIBUICOES,903,"R$         1.524,60",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DO COMPORTAMENTO
MAT. CONSUMO,903,"R$            13,10",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DO COMPORTAMENTO
SERV. PESSOA JURÍDICA,897,"R$         3.647,60",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS E TECNOLOGIAS EM SAÚDE
CUSTEIO,897,"R$       100.352,60",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS E TECNOLOGIAS EM SAÚDE
MAT. CONSUMO,897,"R$         1.023,08",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS E TECNOLOGIAS EM SAÚDE
EQUIP. MATERIAL PERMANENTE,897,"R$        21.300,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS E TECNOLOGIAS EM SAÚDE
CUSTEIO,906,"R$         8.429,03",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACÊUTICAS
CUSTEIO,997,"R$         2.900,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS
CUSTEIO,845,"R$        86.057,87",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS MÉDICAS
EQUIP. MATERIAL PERMANENTE,845,"R$        17.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS MÉDICAS
AUX. FINANCEIRO ESTUDANTE,840,"R$        19.060,46",PROGRAMA DE PÓS-GRADUAÇÃO EM COMPUTAÇÃO APLICADA
DIÁRIAS,840,"R$        29.024,51",PROGRAMA DE PÓS-GRADUAÇÃO EM COMPUTAÇÃO APLICADA
PASSAGENS,840,"R$         7.075,80",PROGRAMA DE PÓS-GRADUAÇÃO EM COMPUTAÇÃO APLICADA
CUSTEIO,840,"R$       284.797,77",PROGRAMA DE PÓS-GRADUAÇÃO EM COMPUTAÇÃO APLICADA
SERV. PESSOA JURÍDICA,840,"R$        10.563,27",PROGRAMA DE PÓS-GRADUAÇÃO EM COMPUTAÇÃO APLICADA
DIÁRIAS,841,"R$         1.006,96",PROGRAMA DE PÓS-GRADUAÇÃO EM COMUNICAÇÃO
EQUIP. MATERIAL PERMANENTE,841,"R$         6.900,00",PROGRAMA DE PÓS-GRADUAÇÃO EM COMUNICAÇÃO
CUSTEIO,841,"R$       176.544,58",PROGRAMA DE PÓS-GRADUAÇÃO EM COMUNICAÇÃO
CUSTEIO,929,"R$        50.794,12",PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E COOPERAÇÃO INTERNACIONAL
SERV. PESSOA JURÍDICA,929,"R$         1.600,00",PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E COOPERAÇÃO INTERNACIONAL
SERV. PESSOA JURÍDICA,875,"R$           994,80",PROGRAMA DE PÓS-GRADUAÇÃO EM DESIGN
AUX. FINANCEIRO ESTUDANTE,875,"R$         3.200,00",PROGRAMA DE PÓS-GRADUAÇÃO EM DESIGN
DIÁRIAS,875,"R$         8.011,40",PROGRAMA DE PÓS-GRADUAÇÃO EM DESIGN
PASSAGENS,875,"R$        13.846,04",PROGRAMA DE PÓS-GRADUAÇÃO EM DESIGN
CUSTEIO,875,"R$        45.586,00",PROGRAMA DE PÓS-GRADUAÇÃO EM DESIGN
AUX. FINANCEIRO ESTUDANTE,914,"R$        15.124,40",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
SERV. PESSOA FÍSICA,914,"R$         4.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
SERV. PESSOA JURÍDICA,914,"R$       348.088,42",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
MAT. CONSUMO,914,"R$         4.928,00",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
EQUIP. MATERIAL PERMANENTE,914,"R$       300.636,00",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
PASSAGENS,914,"R$        17.577,91",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
CUSTEIO,914,"R$     1.524.983,55",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
DIÁRIAS,914,"R$        35.765,48",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO
CUSTEIO,916,"R$       128.174,49",PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITOS HUMANOS E CIDADANIA
SERV. PESSOA JURÍDICA,1198,"R$           720,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ECONOMIA
CUSTEIO,1198,"R$        71.922,40",PROGRAMA DE PÓS-GRADUAÇÃO EM ECONOMIA
AUXÍLIO FINANCEIRO A PESQUISADORES,977,"R$        52.395,12",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
EQUIP. MATERIAL PERMANENTE,977,"R$         4.295,00",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
AUX. FINANCEIRO ESTUDANTE,977,"R$        57.395,12",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
DIÁRIAS,977,"R$        12.976,31",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
CONTRIBUICOES,977,"R$         2.728,80",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
CUSTEIO,977,"R$       361.447,78",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
PASSAGENS,977,"R$        52.092,30",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
SERV. PESSOA JURÍDICA,977,"R$        91.404,97",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO
CUSTEIO,1185,"R$        29.629,20",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO EM CIÊNCIAS
PASSAGENS,910,"R$        18.580,24",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO FÍSICA
AUXÍLIO FINANCEIRO A PESQUISADORES,910,"R$        21.716,00",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO FÍSICA
CUSTEIO,910,"R$       109.339,20",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO FÍSICA
EQUIP. MATERIAL PERMANENTE,910,"R$        34.399,00",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO FÍSICA
AUX. FINANCEIRO ESTUDANTE,910,"R$         2.836,10",PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO FÍSICA
SERV. PESSOA FÍSICA,843,"R$           655,50",PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
EQUIP. MATERIAL PERMANENTE,843,"R$        21.479,60",PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
DIÁRIAS,843,"R$         3.386,14",PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
AUX. FINANCEIRO ESTUDANTE,843,"R$         3.700,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM
