natureza_despesa,id_unidade,valor,unidade
DIÁRIAS,792,"R$        14.323,21",HOSPITAL VETERINÁRIO - HVET
CAPITAL,792,"R$        48.672,00",HOSPITAL VETERINÁRIO - HVET
SERVIÇOS TIC,792,"R$        16.995,00",HOSPITAL VETERINÁRIO - HVET
INDENIZAÇÕES E RESTITUIÇÕE,792,"R$           179,00",HOSPITAL VETERINÁRIO - HVET
EQUIPAMENTOS E MATERIAL PERMANENTE,792,"R$        51.759,70",HOSPITAL VETERINÁRIO - HVET
MAT. CONSUMO,792,"R$     3.762.893,36",HOSPITAL VETERINÁRIO - HVET
SERV. PESSOA JURÍDICA,792,"R$       490.147,87",HOSPITAL VETERINÁRIO - HVET
SERVIÇOS TIC,833,"R$         1.000,00",IMPRESSÃO CORPORATIVA/SIMPRESS
SERV. PESSOA JURÍDICA,833,"R$     1.746.816,49",IMPRESSÃO CORPORATIVA/SIMPRESS
CUSTEIO,833,"R$        18.183,87",IMPRESSÃO CORPORATIVA/SIMPRESS
SERV. PESSOA JURÍDICA,1614,"R$     9.404.863,96",INFRA - MANUTENÇÃO PREDIAL
DIÁRIAS,485,"R$       194.381,83",INSTITUTO DE ARTES
SERVIÇOS TIC,485,"R$        21.146,00",INSTITUTO DE ARTES
EQUIP. MATERIAL PERMANENTE,485,"R$     1.107.651,50",INSTITUTO DE ARTES
MAT. CONSUMO,485,"R$       171.779,06",INSTITUTO DE ARTES
SERV. PESSOA JURÍDICA,485,"R$       211.140,20",INSTITUTO DE ARTES
SERV. PESSOA FÍSICA,485,"R$       127.558,16",INSTITUTO DE ARTES
AUXÍLIO FINANCEIRO A PESQUISADORES,485,"R$        49.000,00",INSTITUTO DE ARTES
AUX. FINANCEIRO ESTUDANTE,485,"R$       125.678,60",INSTITUTO DE ARTES
CUSTEIO,485,"R$     6.107.830,53",INSTITUTO DE ARTES
CAPITAL,485,"R$        80.000,00",INSTITUTO DE ARTES
DIV.EXERCÍCIOS ANTERIORES,485,"R$        22.875,47",INSTITUTO DE ARTES
OBRIGAÇÕES PATRONAIS,485,"R$        19.960,02",INSTITUTO DE ARTES
PASSAGENS,485,"R$       294.626,14",INSTITUTO DE ARTES
EQUIPAMENTOS E MATERIAL PERMANENTE,485,"R$       356.124,84",INSTITUTO DE ARTES
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,485,"R$         2.126,00",INSTITUTO DE ARTES
MAT. CONSUMO,668,"R$        23.314,28",INSTITUTO DE CIÊNCIA POLÍTICA
PASSAGENS,668,"R$       138.376,87",INSTITUTO DE CIÊNCIA POLÍTICA
CUSTEIO,668,"R$     3.405.911,73",INSTITUTO DE CIÊNCIA POLÍTICA
SERV. PESSOA JURÍDICA,668,"R$       939.329,89",INSTITUTO DE CIÊNCIA POLÍTICA
OBRIGAÇÕES PATRONAIS,668,"R$         1.600,00",INSTITUTO DE CIÊNCIA POLÍTICA
EQUIP. MATERIAL PERMANENTE,668,"R$       638.972,36",INSTITUTO DE CIÊNCIA POLÍTICA
AUX. FINANCEIRO ESTUDANTE,668,"R$        37.680,00",INSTITUTO DE CIÊNCIA POLÍTICA
DIÁRIAS,668,"R$        83.817,22",INSTITUTO DE CIÊNCIA POLÍTICA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,668,"R$         1.655,00",INSTITUTO DE CIÊNCIA POLÍTICA
SERV. PESSOA FÍSICA,668,"R$       271.717,65",INSTITUTO DE CIÊNCIA POLÍTICA
AUXÍLIO FINANCEIRO A PESQUISADORES,668,"R$       100.740,00",INSTITUTO DE CIÊNCIA POLÍTICA
CONTRIBUICOES,668,"R$        19.250,00",INSTITUTO DE CIÊNCIA POLÍTICA
OUTRAS DESPESAS CORRENTES - TRANSF. A INST. PRIVADAS S/FINS LUCRATIVOS,668,"R$         2.750,00",INSTITUTO DE CIÊNCIA POLÍTICA
EQUIPAMENTOS E MATERIAL PERMANENTE,668,"R$       186.986,00",INSTITUTO DE CIÊNCIA POLÍTICA
DIÁRIAS,455,"R$       436.406,30",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
CAPITAL,455,"R$        12.000,00",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
DIV.EXERCÍCIOS ANTERIORES,455,"R$        34.339,25",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,455,"R$         2.963,00",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
SERV. PESSOA FÍSICA,455,"R$         7.545,00",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
CUSTEIO,455,"R$     8.916.951,71",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
SERV. PESSOA JURÍDICA,455,"R$     1.238.826,50",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
EQUIP. MATERIAL PERMANENTE,455,"R$     2.802.283,06",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
MAT. CONSUMO,455,"R$       801.411,29",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
INDENIZAÇÕES E RESTITUIÇÕE,455,"R$         2.000,00",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
PASSAGENS,455,"R$       499.109,19",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
OBRIGAÇÕES PATRONAIS,455,"R$        20.879,60",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
SERVIÇOS TIC,455,"R$        67.800,00",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
EQUIPAMENTOS E MATERIAL PERMANENTE,455,"R$       522.559,37",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
AUX. FINANCEIRO ESTUDANTE,455,"R$        18.900,00",INSTITUTO DE CIÊNCIAS BIOLÓGICAS
SERV. PESSOA FÍSICA,504,"R$       135.980,90",INSTITUTO DE CIÊNCIAS EXATAS
SERV. PESSOA JURÍDICA,504,"R$       207.209,12",INSTITUTO DE CIÊNCIAS EXATAS
MAT. CONSUMO,504,"R$       121.412,43",INSTITUTO DE CIÊNCIAS EXATAS
SERVIÇOS TIC,504,"R$        15.868,00",INSTITUTO DE CIÊNCIAS EXATAS
INDENIZAÇÕES E RESTITUIÇÕE,504,"R$         3.786,88",INSTITUTO DE CIÊNCIAS EXATAS
DIÁRIAS,504,"R$       693.519,21",INSTITUTO DE CIÊNCIAS EXATAS
AUXÍLIO FINANCEIRO A PESQUISADORES,504,"R$        10.824,90",INSTITUTO DE CIÊNCIAS EXATAS
CAPITAL,504,"R$        54.480,00",INSTITUTO DE CIÊNCIAS EXATAS
PASSAGENS,504,"R$       981.003,42",INSTITUTO DE CIÊNCIAS EXATAS
EQUIP. MATERIAL PERMANENTE,504,"R$       526.590,81",INSTITUTO DE CIÊNCIAS EXATAS
EQUIPAMENTOS E MATERIAL PERMANENTE,504,"R$       134.093,90",INSTITUTO DE CIÊNCIAS EXATAS
CUSTEIO,504,"R$     7.451.287,99",INSTITUTO DE CIÊNCIAS EXATAS
AUX. FINANCEIRO ESTUDANTE,504,"R$        40.780,83",INSTITUTO DE CIÊNCIAS EXATAS
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,544,"R$         1.824,00",INSTITUTO DE CIÊNCIAS HUMANAS
EQUIPAMENTOS E MATERIAL PERMANENTE,544,"R$       384.964,53",INSTITUTO DE CIÊNCIAS HUMANAS
SERV. PESSOA FÍSICA,544,"R$        89.805,82",INSTITUTO DE CIÊNCIAS HUMANAS
INDENIZAÇÕES E RESTITUIÇÕE,544,"R$           584,84",INSTITUTO DE CIÊNCIAS HUMANAS
MAT. CONSUMO,544,"R$        89.949,90",INSTITUTO DE CIÊNCIAS HUMANAS
DIÁRIAS,544,"R$       133.592,97",INSTITUTO DE CIÊNCIAS HUMANAS
CUSTEIO,544,"R$     6.951.307,62",INSTITUTO DE CIÊNCIAS HUMANAS
CAPITAL,544,"R$        10.000,00",INSTITUTO DE CIÊNCIAS HUMANAS
CONTRIBUICOES,544,"R$        18.230,00",INSTITUTO DE CIÊNCIAS HUMANAS
SERV. PESSOA JURÍDICA,544,"R$       165.601,68",INSTITUTO DE CIÊNCIAS HUMANAS
SERVIÇOS TIC,544,"R$        11.419,00",INSTITUTO DE CIÊNCIAS HUMANAS
OBRIGAÇÕES PATRONAIS,544,"R$           724,31",INSTITUTO DE CIÊNCIAS HUMANAS
PASSAGENS,544,"R$       219.111,35",INSTITUTO DE CIÊNCIAS HUMANAS
EQUIP. MATERIAL PERMANENTE,544,"R$     1.274.563,69",INSTITUTO DE CIÊNCIAS HUMANAS
AUX. FINANCEIRO ESTUDANTE,544,"R$        38.413,41",INSTITUTO DE CIÊNCIAS HUMANAS
DIV.EXERCÍCIOS ANTERIORES,473,"R$         1.326,40",INSTITUTO DE CIÊNCIAS SOCIAIS
SERV. PESSOA JURÍDICA,473,"R$     1.131.718,38",INSTITUTO DE CIÊNCIAS SOCIAIS
AUXÍLIO FINANCEIRO A PESQUISADORES,473,"R$       498.502,60",INSTITUTO DE CIÊNCIAS SOCIAIS
PASSAGENS,473,"R$        93.635,58",INSTITUTO DE CIÊNCIAS SOCIAIS
OBRIGAÇÕES PATRONAIS,473,"R$         2.175,30",INSTITUTO DE CIÊNCIAS SOCIAIS
EQUIP. MATERIAL PERMANENTE,473,"R$       761.250,64",INSTITUTO DE CIÊNCIAS SOCIAIS
CONTRIBUICOES,473,"R$        21.807,14",INSTITUTO DE CIÊNCIAS SOCIAIS
SERVIÇOS TIC,473,"R$        17.796,00",INSTITUTO DE CIÊNCIAS SOCIAIS
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,473,"R$         2.965,00",INSTITUTO DE CIÊNCIAS SOCIAIS
MAT. CONSUMO,473,"R$        61.462,19",INSTITUTO DE CIÊNCIAS SOCIAIS
DIÁRIAS,473,"R$        39.059,21",INSTITUTO DE CIÊNCIAS SOCIAIS
SERV. PESSOA FÍSICA,473,"R$        14.379,60",INSTITUTO DE CIÊNCIAS SOCIAIS
CAPITAL,473,"R$        47.525,66",INSTITUTO DE CIÊNCIAS SOCIAIS
CUSTEIO,473,"R$     4.522.997,66",INSTITUTO DE CIÊNCIAS SOCIAIS
AUX. FINANCEIRO ESTUDANTE,473,"R$       145.498,00",INSTITUTO DE CIÊNCIAS SOCIAIS
EQUIPAMENTOS E MATERIAL PERMANENTE,473,"R$       313.425,36",INSTITUTO DE CIÊNCIAS SOCIAIS
ANUIDADES,473,"R$        18.773,88",INSTITUTO DE CIÊNCIAS SOCIAIS
AUXÍLIO FINANCEIRO A PESQUISADORES,524,"R$       100.000,01",INSTITUTO DE FÍSICA
PASSAGENS,524,"R$        82.090,55",INSTITUTO DE FÍSICA
SERV. PESSOA FÍSICA,524,"R$         5.142,70",INSTITUTO DE FÍSICA
SERV. PESSOA JURÍDICA,524,"R$       642.894,03",INSTITUTO DE FÍSICA
SERVIÇOS TIC,524,"R$         3.350,00",INSTITUTO DE FÍSICA
EQUIPAMENTOS E MATERIAL PERMANENTE,524,"R$       355.315,20",INSTITUTO DE FÍSICA
DIÁRIAS,524,"R$        52.595,45",INSTITUTO DE FÍSICA
OBRIGAÇÕES PATRONAIS,524,"R$         1.707,64",INSTITUTO DE FÍSICA
CUSTEIO,524,"R$     4.626.539,97",INSTITUTO DE FÍSICA
EQUIP. MATERIAL PERMANENTE,524,"R$     1.687.014,52",INSTITUTO DE FÍSICA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,524,"R$         1.251,00",INSTITUTO DE FÍSICA
MAT. CONSUMO,524,"R$       187.322,18",INSTITUTO DE FÍSICA
OBRIGAÇÕES PATRONAIS,533,"R$         3.287,50",INSTITUTO DE GEOCIÊNCIAS
AUXÍLIO FINANCEIRO A PESQUISADORES,533,"R$        48.000,00",INSTITUTO DE GEOCIÊNCIAS
SERV. PESSOA FÍSICA,533,"R$       161.780,63",INSTITUTO DE GEOCIÊNCIAS
AUX. FINANCEIRO ESTUDANTE,533,"R$       225.730,00",INSTITUTO DE GEOCIÊNCIAS
MAT. CONSUMO,533,"R$       622.873,91",INSTITUTO DE GEOCIÊNCIAS
EQUIP. MATERIAL PERMANENTE,533,"R$     2.076.750,91",INSTITUTO DE GEOCIÊNCIAS
SERV. PESSOA JURÍDICA,533,"R$     1.754.717,94",INSTITUTO DE GEOCIÊNCIAS
DIÁRIAS,533,"R$       201.665,78",INSTITUTO DE GEOCIÊNCIAS
PASSAGENS,533,"R$       399.339,75",INSTITUTO DE GEOCIÊNCIAS
INDENIZAÇÕES E RESTITUIÇÕE,533,"R$       136.401,76",INSTITUTO DE GEOCIÊNCIAS
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,533,"R$       454.454,00",INSTITUTO DE GEOCIÊNCIAS
CUSTEIO,533,"R$    10.656.179,07",INSTITUTO DE GEOCIÊNCIAS
EQUIPAMENTOS E MATERIAL PERMANENTE,533,"R$       393.568,50",INSTITUTO DE GEOCIÊNCIAS
SERVIÇOS TIC,533,"R$       175.813,00",INSTITUTO DE GEOCIÊNCIAS
CUSTEIO,567,"R$     9.488.756,36",INSTITUTO DE LETRAS
PASSAGENS,567,"R$       807.620,71",INSTITUTO DE LETRAS
SERV. PESSOA FÍSICA,567,"R$       517.101,46",INSTITUTO DE LETRAS
SERVIÇOS TIC,567,"R$        44.490,00",INSTITUTO DE LETRAS
AUXÍLIO FINANCEIRO A PESQUISADORES,567,"R$       122.350,00",INSTITUTO DE LETRAS
EQUIP. MATERIAL PERMANENTE,567,"R$     1.468.774,81",INSTITUTO DE LETRAS
INDENIZAÇÕES E RESTITUIÇÕE,567,"R$           332,00",INSTITUTO DE LETRAS
EQUIPAMENTOS E MATERIAL PERMANENTE,567,"R$       119.250,00",INSTITUTO DE LETRAS
SERVIÇOS / UG-GESTÃO,567,"R$         5.980,00",INSTITUTO DE LETRAS
AUX. FINANCEIRO ESTUDANTE,567,"R$       293.682,61",INSTITUTO DE LETRAS
MAT. CONSUMO,567,"R$       128.863,62",INSTITUTO DE LETRAS
DIÁRIAS,567,"R$       356.753,78",INSTITUTO DE LETRAS
CONTRIBUICOES,567,"R$         7.800,00",INSTITUTO DE LETRAS
OBRIGAÇÕES PATRONAIS,567,"R$         6.909,47",INSTITUTO DE LETRAS
SERV. PESSOA JURÍDICA,567,"R$       697.957,07",INSTITUTO DE LETRAS
DIÁRIAS,583,"R$       152.802,23",INSTITUTO DE PSICOLOGIA
CUSTEIO,583,"R$     7.230.093,51",INSTITUTO DE PSICOLOGIA
AUX. FINANCEIRO ESTUDANTE,583,"R$       125.100,00",INSTITUTO DE PSICOLOGIA
CONTRIBUICOES,583,"R$        14.136,70",INSTITUTO DE PSICOLOGIA
TRANF.PJ,583,"R$        90.140,00",INSTITUTO DE PSICOLOGIA
OBRIGAÇÕES PATRONAIS,583,"R$         9.363,53",INSTITUTO DE PSICOLOGIA
EQUIPAMENTOS E MATERIAL PERMANENTE,583,"R$       157.778,00",INSTITUTO DE PSICOLOGIA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,583,"R$         6.128,00",INSTITUTO DE PSICOLOGIA
AUXÍLIO FINANCEIRO A PESQUISADORES,583,"R$        93.204,90",INSTITUTO DE PSICOLOGIA
SERVIÇOS TIC,583,"R$        48.939,00",INSTITUTO DE PSICOLOGIA
SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO - PJ,583,"R$         4.286,77",INSTITUTO DE PSICOLOGIA
PASSAGENS,583,"R$       244.085,07",INSTITUTO DE PSICOLOGIA
SERV. PESSOA FÍSICA,583,"R$        70.615,50",INSTITUTO DE PSICOLOGIA
MAT. CONSUMO,583,"R$       184.120,75",INSTITUTO DE PSICOLOGIA
EQUIP. MATERIAL PERMANENTE,583,"R$     2.063.047,21",INSTITUTO DE PSICOLOGIA
SERV. PESSOA JURÍDICA,583,"R$     1.365.328,37",INSTITUTO DE PSICOLOGIA
DIÁRIAS,610,"R$        22.417,69",INSTITUTO DE QUÍMICA
SERV. PESSOA JURÍDICA,610,"R$       386.904,47",INSTITUTO DE QUÍMICA
SERV. PESSOA FÍSICA,610,"R$        17.006,80",INSTITUTO DE QUÍMICA
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,610,"R$         5.450,00",INSTITUTO DE QUÍMICA
INDENIZAÇÕES E RESTITUIÇÕE,610,"R$           575,99",INSTITUTO DE QUÍMICA
AUXÍLIO FINANCEIRO A PESQUISADORES,610,"R$        12.000,00",INSTITUTO DE QUÍMICA
AUX. FINANCEIRO ESTUDANTE,610,"R$         7.890,00",INSTITUTO DE QUÍMICA
CUSTEIO,610,"R$     5.234.166,16",INSTITUTO DE QUÍMICA
MAT. CONSUMO,610,"R$       965.987,71",INSTITUTO DE QUÍMICA
EQUIPAMENTOS E MATERIAL PERMANENTE,610,"R$       160.190,00",INSTITUTO DE QUÍMICA
SERVIÇOS TIC,610,"R$         4.730,00",INSTITUTO DE QUÍMICA
EQUIP. MATERIAL PERMANENTE,610,"R$     2.029.635,87",INSTITUTO DE QUÍMICA
OBRIGAÇÕES PATRONAIS,610,"R$         8.093,78",INSTITUTO DE QUÍMICA
PASSAGENS,610,"R$        75.896,92",INSTITUTO DE QUÍMICA
SERV. PESSOA JURÍDICA,669,"R$        29.846,09",INSTITUTO DE RELAÇÕES INTERNACIONAIS
DIÁRIAS,669,"R$       156.781,39",INSTITUTO DE RELAÇÕES INTERNACIONAIS
CUSTEIO,669,"R$     2.576.036,51",INSTITUTO DE RELAÇÕES INTERNACIONAIS
MAT. CONSUMO,669,"R$        34.057,76",INSTITUTO DE RELAÇÕES INTERNACIONAIS
EQUIPAMENTOS E MATERIAL PERMANENTE,669,"R$       184.799,70",INSTITUTO DE RELAÇÕES INTERNACIONAIS
SERV. PESSOA FÍSICA,669,"R$        64.529,37",INSTITUTO DE RELAÇÕES INTERNACIONAIS
EQUIP. MATERIAL PERMANENTE,669,"R$       257.667,95",INSTITUTO DE RELAÇÕES INTERNACIONAIS
OBRIGAÇÕES PATRONAIS,669,"R$           400,00",INSTITUTO DE RELAÇÕES INTERNACIONAIS
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,669,"R$         4.535,00",INSTITUTO DE RELAÇÕES INTERNACIONAIS
AUX. FINANCEIRO ESTUDANTE,669,"R$        11.800,00",INSTITUTO DE RELAÇÕES INTERNACIONAIS
PASSAGENS,669,"R$       269.771,66",INSTITUTO DE RELAÇÕES INTERNACIONAIS
CUSTEIO,832,"R$        10.080,00",MANUTENÇÃO DE AR-CONDICIONADO/CTX
SERV. PESSOA JURÍDICA,832,"R$       559.501,84",MANUTENÇÃO DE AR-CONDICIONADO/CTX
PASSAGENS,832,"R$        50.000,00",MANUTENÇÃO DE AR-CONDICIONADO/CTX
SERV. PESSOA JURÍDICA,1183,"R$    28.796.901,54",MANUTENÇÃO DE ÁREAS COMUNS DA UNB
EQUIP. MATERIAL PERMANENTE,1183,"R$        54.022,00",MANUTENÇÃO DE ÁREAS COMUNS DA UNB
MAT. CONSUMO,1183,"R$       780.853,00",MANUTENÇÃO DE ÁREAS COMUNS DA UNB
EQUIPAMENTOS E MATERIAL PERMANENTE,1183,"R$       100.000,00",MANUTENÇÃO DE ÁREAS COMUNS DA UNB
SERV. PESSOA JURÍDICA,1059,"R$     3.050.125,28",MANUTENÇÃO DE ÁREAS COMUNS DA UNB - SERVIÇOS EMERGENCIAIS
MAT. CONSUMO,1059,"R$        33.453,32",MANUTENÇÃO DE ÁREAS COMUNS DA UNB - SERVIÇOS EMERGENCIAIS
SERV. PESSOA JURÍDICA,834,"R$        69.406,94",MANUTENÇÃO ELÉTRICA/CWF
SERV. PESSOA JURÍDICA,1056,"R$        13.381,38",MANUTENÇÃO VEICULAR/IRMÃOS REZENDE/PRC
MAT. CONSUMO,1056,"R$        12.788,80",MANUTENÇÃO VEICULAR/IRMÃOS REZENDE/PRC
MAT. CONSUMO,1199,"R$           141,98",MANUTENÇÃO VEICULAR/TAGUAMOTORS
SERV. PESSOA JURÍDICA,1199,"R$         2.145,24",MANUTENÇÃO VEICULAR/TAGUAMOTORS
SERV. PESSOA JURÍDICA,839,"R$           841,00",NOBREAKS/PRC
MAT. CONSUMO,839,"R$         4.130,00",NOBREAKS/PRC
CUSTEIO,692,"R$       506.657,04",OUVIDORIA UNB
EQUIP. MATERIAL PERMANENTE,692,"R$        54.142,00",OUVIDORIA UNB
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,692,"R$           312,00",OUVIDORIA UNB
PASSAGENS,692,"R$        70.046,08",OUVIDORIA UNB
MAT. CONSUMO,692,"R$        10.549,00",OUVIDORIA UNB
EQUIPAMENTOS E MATERIAL PERMANENTE,692,"R$         4.297,00",OUVIDORIA UNB
DIÁRIAS,692,"R$         4.662,01",OUVIDORIA UNB
SERV. PESSOA JURÍDICA,692,"R$        16.766,32",OUVIDORIA UNB
MAT. CONSUMO,1080,"R$         1.649,50",PARQUE CIENTÍFICO E TECNOLÓGICO DA UNB
CUSTEIO,1080,"R$       714.791,84",PARQUE CIENTÍFICO E TECNOLÓGICO DA UNB
SERV. PESSOA JURÍDICA,1080,"R$         7.532,64",PARQUE CIENTÍFICO E TECNOLÓGICO DA UNB
PASSAGENS,1080,"R$        25.000,00",PARQUE CIENTÍFICO E TECNOLÓGICO DA UNB
DIÁRIAS,827,"R$        11.062,54",PARQUE CIENTÍFICO TECNOLÓGICO DA UNB
SERV. PESSOA JURÍDICA,827,"R$       825.929,44",PARQUE CIENTÍFICO TECNOLÓGICO DA UNB
PASSAGENS,827,"R$        22.222,07",PARQUE CIENTÍFICO TECNOLÓGICO DA UNB
MAT. CONSUMO,827,"R$         6.960,48",PARQUE CIENTÍFICO TECNOLÓGICO DA UNB
EQUIP. MATERIAL PERMANENTE,827,"R$        12.500,00",PARQUE CIENTÍFICO TECNOLÓGICO DA UNB
AUX. FINANCEIRO ESTUDANTE,827,"R$        57.800,00",PARQUE CIENTÍFICO TECNOLÓGICO DA UNB
INDENIZAÇÕES E RESTITUIÇÕE,827,"R$           242,24",PARQUE CIENTÍFICO TECNOLÓGICO DA UNB
CUSTEIO,827,"R$       857.068,95",PARQUE CIENTÍFICO TECNOLÓGICO DA UNB
CUSTEIO,1054,"R$           141,12",PLANALTO/NF
PASSAGENS,1054,"R$     2.352.605,63",PLANALTO/NF
SERV. PESSOA JURÍDICA,1054,"R$         4.610,92",PLANALTO/NF
OBRAS E INSTALAÇÕES,91,"R$        99.808,90",PREFEITURA DA UNB
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,91,"R$         3.015,00",PREFEITURA DA UNB
CAPITAL,91,"R$        21.340,00",PREFEITURA DA UNB
SERV. PESSOA JURÍDICA,91,"R$   242.713.549,37",PREFEITURA DA UNB
DIÁRIAS,91,"R$         3.000,00",PREFEITURA DA UNB
INDENIZAÇÕES E RESTITUIÇÕE,91,"R$        25.500,00",PREFEITURA DA UNB
PERMANENTE /EXERCICIO ANTERIOR,91,"R$        73.128,00",PREFEITURA DA UNB
CUSTEIO,91,"R$    23.646.830,06",PREFEITURA DA UNB
SERVIÇOS TIC,91,"R$        63.111,25",PREFEITURA DA UNB
DIV.EXERCÍCIOS ANTERIORES,91,"R$        76.548,20",PREFEITURA DA UNB
EQUIPAMENTOS E MATERIAL PERMANENTE,91,"R$       203.131,13",PREFEITURA DA UNB
PASSAGENS,91,"R$     8.983.472,30",PREFEITURA DA UNB
OBRIGAÇÕES CONTRIBUTIVAS,91,"R$     2.070.583,78",PREFEITURA DA UNB
MAT. CONSUMO,91,"R$     3.566.327,14",PREFEITURA DA UNB
OBRIGAÇÕES PATRONAIS,91,"R$         9.450,85",PREFEITURA DA UNB
EQUIP. MATERIAL PERMANENTE,91,"R$     3.036.787,27",PREFEITURA DA UNB
PASSAGENS,81,"R$        21.166,07",PROCURADORIA FEDERAL JUNTO A UNB
MAT. CONSUMO,81,"R$        13.197,42",PROCURADORIA FEDERAL JUNTO A UNB
EQUIP. MATERIAL PERMANENTE,81,"R$       106.662,78",PROCURADORIA FEDERAL JUNTO A UNB
EQUIPAMENTOS E MATERIAL PERMANENTE,81,"R$        77.782,00",PROCURADORIA FEDERAL JUNTO A UNB
DIÁRIAS,81,"R$         9.234,75",PROCURADORIA FEDERAL JUNTO A UNB
EXCLUSIVO PARA CONV. DNOC - MATERIAL DE CONSUMO,81,"R$           294,00",PROCURADORIA FEDERAL JUNTO A UNB
SERV. PESSOA JURÍDICA,81,"R$        17.196,95",PROCURADORIA FEDERAL JUNTO A UNB
CUSTEIO,81,"R$       578.484,78",PROCURADORIA FEDERAL JUNTO A UNB
SERV. PESSOA FÍSICA,664,"R$       156.747,56",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
PASSAGENS,664,"R$       136.909,04",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
CONTRIBUICOES,664,"R$        41.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
DIÁRIAS,664,"R$        45.360,15",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
AUXÍLIO FINANCEIRO A PESQUISADORES,664,"R$        39.782,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
CUSTEIO,664,"R$       471.244,24",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
AUX. FINANCEIRO ESTUDANTE,664,"R$        63.688,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
SERV. PESSOA JURÍDICA,664,"R$       529.284,99",PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO
CUSTEIO,853,"R$           674,40",PROGRAMA DE PÓS-GRADUAÇÃO EM AGRONEGÓCIOS
EQUIP. MATERIAL PERMANENTE,853,"R$        12.169,60",PROGRAMA DE PÓS-GRADUAÇÃO EM AGRONEGÓCIOS
CUSTEIO,854,"R$         1.906,38",PROGRAMA DE PÓS-GRADUAÇÃO EM AGRONOMIA
MAT. CONSUMO,854,"R$            40,00",PROGRAMA DE PÓS-GRADUAÇÃO EM AGRONOMIA
EQUIP. MATERIAL PERMANENTE,855,"R$         7.340,80",PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA
CUSTEIO,855,"R$        36.697,20",PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA
CONTRIBUICOES,927,"R$         6.450,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
SERV. PESSOA JURÍDICA,927,"R$           720,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
AUX. FINANCEIRO ESTUDANTE,927,"R$        36.236,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
CUSTEIO,927,"R$       271.285,45",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
DIÁRIAS,927,"R$         2.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
PASSAGENS,927,"R$         7.000,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
SERV. PESSOA FÍSICA,927,"R$         4.689,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO
MAT. CONSUMO,842,"R$         4.702,95",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
EQUIPAMENTOS E MATERIAL PERMANENTE,842,"R$        17.220,00",PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS
